cpu_usage,memory_usage,latency,log_errors,disk_usage,server_temp,active_connections,peak_load,anomaly
43.708610696262625,17.487458075362078,173.73878409365986,64.8256954077822,74.82411315526561,52.41844910800191,639,1.4345784292891892,1
95.56428757689245,16.55966434153599,242.60253714349597,17.238636210516624,71.8554703971815,49.974725773884195,861,4.603063731649709,0
75.87945476302646,58.09403857282531,229.24747428809692,87.23945633548149,18.61787787970219,40.5692347501716,944,1.2867768019200796,0
63.8792635777333,16.721410590518886,50.40047188466323,61.311623906924154,93.031516441522,66.43600020608928,972,4.254902806299551,0
24.041677639819287,18.13283274610375,49.0285935737348,15.720388355695425,61.162498194113766,58.59744963051773,910,1.175967029601166,0
24.03950683025824,48.84209053233172,84.11143848474943,96.23380574812069,42.73529690221158,81.94205953944022,714,3.464259504023328,1
15.227525095137953,29.33361007438402,111.51704427060598,51.83654633353206,78.0884725145776,31.926574828923496,408,1.1774336596904122,1
87.95585311974416,49.93276508817642,125.49439651550236,7.289845187165501,33.16289125614706,68.63207565330758,355,4.653886186577433,0
64.1003510568888,5.11806792655627,205.51067896583686,62.68329044150672,72.41588533416883,75.77693271069367,204,3.0425372719377406,0
73.7265320016441,31.71698520142321,21.720727488921444,25.31989070128102,13.57400868150225,75.56919415129842,177,1.9817322761303942,0
11.85260448662222,3.117656811546806,15.228447746689584,80.36934518773025,85.54672338483448,83.1644380257315,386,1.131452487336177,0
97.29188669457949,4.947151817687335,120.61361606845317,81.78220735661907,50.335376231918666,73.74202456976965,498,2.170365062656973,0
84.91983767203796,58.10555956069789,210.66328918070423,97.89473558546618,67.30236229221475,85.66860369886177,760,3.672590156909653,0
29.110519961044854,9.772458380408494,62.06342617216236,50.186953102450374,29.91140378260153,49.95939598925349,371,2.232278977678462,1
26.364247048639054,34.54250298333868,194.24382197059424,45.495687972773716,70.93663413926032,60.19256500509258,491,1.6074236124294983,0
26.506405886809045,26.899022963844512,81.64930069238834,75.34756054464806,79.50162483039489,30.84477979697344,253,3.0983425173221777,0
37.381801866358394,22.882629554307087,266.39540209998734,13.247065634192657,52.58918681959589,30.417455238197473,590,2.3801983377670384,0
57.228078846901404,57.68950077829817,269.22853355865186,54.69155137931242,65.59542316556148,44.407597227091195,616,1.2461280621363153,0
48.87505167779042,2.3748739968558388,92.69972526299131,54.624760013085094,51.06933314401587,36.048431828345116,598,1.1929459562485556,0
36.21062261782377,42.81875022906211,72.84815741915595,8.947312281038721,90.46822323320609,45.61268207614522,180,3.6835789559983465,0
65.06676052501416,61.69384935545368,126.33467175953822,41.798408550691356,54.808226246288726,40.62259767170384,522,4.886023529823154,0
22.554447458683764,36.290595558096044,75.95681762814387,85.3284798567202,85.7627838125937,31.711201490318896,415,1.5489233188792535,0
36.29301836816963,60.019815108084785,203.35323377105257,85.61536219946603,82.12168524432238,84.55824878436297,583,3.979168703741705,0
42.97256589643225,4.292246395019498,248.68908194174423,9.9237664919681,46.94543392135209,30.49338788333349,216,0.8942301610270934,0
51.046298579533236,27.383979101672168,203.562178618809,9.072088274783086,30.707604267172755,74.16492866022512,163,2.2170916357348176,0
80.66583652537122,17.389940830609223,248.18338193855809,26.26954770019353,46.54739193037939,39.12887321517099,795,2.7800966876371564,0
27.970640394252378,47.04172079378598,122.11268785120487,87.47660625539935,84.35956381976982,84.733777319976,57,1.7093612538039573,0
56.28109945722505,62.82171670132654,51.113506359113956,12.890258507349895,30.486928223745313,83.56775637539315,658,2.883102874314127,0
63.31731119758382,17.16139393398761,222.6955294822897,71.99968026274462,57.19927112719744,69.23406878215545,10,4.471764924487346,1
14.180537144799796,42.21299989286669,111.33997901675839,10.116561961310321,82.54870731646727,70.3340489880363,756,4.74997083059747,0
64.67903667112945,13.480150863863628,203.02489344259408,62.31378537478254,41.81297276155409,30.320348518181312,914,0.9525062946787226,0
25.347171131856236,36.61580603801142,84.83996288462087,35.60672991191448,67.79886733024276,89.09229396681613,777,1.7233067029289104,0
15.854643368675156,30.22774666136518,28.962742267968437,78.8913962965867,32.10684166439331,82.66995621454886,416,4.906102628829762,0
95.39969835279999,62.23633576678684,297.8116296688902,23.36904488253636,19.835150083134394,83.70637354380551,116,1.7168828468100965,0
96.90688297671034,39.3372181798774,51.079444839526786,63.920182938995985,81.49458025835708,69.55467222305231,182,3.6171830801454847,0
82.7557613304815,23.018901441469584,296.5841932192269,23.568253457588494,18.907176106783616,50.68721571927219,515,1.640541622416641,0
37.41523922560336,8.188034447939803,293.29758010710196,71.36602831121537,34.42432555716262,83.61891894542885,139,2.103645169944672,1
18.79049026057455,10.528550210300876,239.1763406528717,87.36780345607488,86.9598479797696,47.491015689071546,407,1.3607554455360384,0
71.58097238609412,15.19496658692781,199.5297738141893,12.680179912676003,41.18223583708004,63.76269260053217,303,4.353350871637153,1
49.61372443656412,16.81089966443877,175.45307982407,86.65956885955035,97.5740814562745,35.98385834063294,561,4.471919437187768,0
20.983441136030095,54.58881164399168,260.49995588646124,59.35752544142979,98.17609012964738,85.317337807965,456,1.836106285619442,0
54.56592191001432,36.35703566179907,90.38465887774895,12.711049086702397,34.144841840820106,38.4462274662728,859,4.206154208767835,0
13.094966900369656,33.97362741658509,142.96595768303874,42.7541855359712,13.68804000249014,43.49380834382444,25,2.112087425166428,0
91.83883618709038,8.230438927760702,187.72004096311807,16.08602934850979,73.45569557848413,63.4880494876929,648,0.9455874030282123,0
33.290198344001524,55.1888006810144,126.30119038149986,70.03478888665695,50.58878523835094,75.8455800127789,894,3.9113437878143307,0
69.62700559185838,46.53730110213448,131.10850395662905,75.88681344179497,19.067755956361864,67.16107835617794,358,3.184008120044801,0
38.053996848046985,5.2631067997000995,102.4339769131149,10.579652027279895,73.67705370802386,43.92803476800937,212,1.7347209965183767,0
56.80612190600297,45.59361112547543,171.44838592193813,50.613985269464436,12.80574182007291,30.05658255164942,143,1.6384988323033116,0
59.203925140895166,35.242907692586705,255.91948576445924,81.46250560259172,88.31770214430179,75.42903481844635,780,4.890305167170446,0
26.636900997297435,6.14869678204703,64.45087151186229,93.61630415509966,22.478727620197333,89.11243955466563,535,4.381254684018911,0
97.26261649881027,29.872940416305358,280.65774643226524,51.351786674177,21.458069087205253,78.59478721836543,517,4.144092482181941,0
79.76195410250031,31.53586608919296,208.28085785572776,95.02792236114071,25.81050681717261,57.61239708939692,75,1.0760796888874953,0
94.55490474077702,11.443796030286371,247.8655977406089,53.56889704560298,96.423972264286,84.22603568394639,489,3.8983427341171724,0
90.5344615384884,60.57898326101778,169.07625432585343,39.419049459990795,72.38524242284615,54.590860387101,872,1.4654309954147893,0
63.810998092997664,54.548448403281704,234.95742692009873,84.82031285528954,82.1234381917273,61.496045054608054,468,4.898250244437083,1
92.96868115208052,43.14840725173382,9.779117215142826,49.2982710458089,45.78714871594777,58.627786043741,351,0.7344013458301597,0
17.964325184672756,30.124620343038252,246.4222253099629,47.190251056452304,40.268145475446005,56.857432359931494,716,2.084623176021096,0
27.638457617723066,26.941229119824037,16.840963430183123,49.03124894098283,31.103560610485296,76.51144615763434,635,2.4289152835042183,0
14.070456001948425,42.01132843051011,267.52444602704446,84.67850018697453,53.2583225481168,61.60613443616952,168,4.208913102030145,0
39.27972976869379,35.362207772635045,297.6290104353998,83.19415416880521,59.66458601807516,49.00302732151296,170,3.9480026810182074,0
44.98095607205338,4.923205670558794,91.74990134214946,40.35199924402112,66.859735928748,45.4894900595087,263,2.1874646522596533,1
34.42141285965063,33.2876668725309,67.04397410430913,33.3299859870525,33.140665359882505,32.264839018046004,993,3.0450213205611836,0
84.58637582367363,51.80342788566889,230.782192338122,49.19280240391293,95.37886728126915,64.99170971298275,906,4.260178236234786,0
42.10779940242303,29.93211228860836,79.6427705714747,57.277250973710906,25.278264838642226,43.797684924062054,949,0.5818981646797372,0
35.28410587186427,4.27326438591891,260.3409030358,23.833721062799697,96.90878572897711,38.888035320982986,536,4.109801447860125,0
58.84264748424236,50.53552656119408,35.338564686455626,79.39550847155907,11.337051025675342,69.22979782966067,558,4.76103211403919,0
22.683180247728636,13.685918274566387,42.15678293191068,48.648276573242285,53.3013122635161,70.87255546929293,164,0.6442903466787702,1
82.19772826786357,17.293112597946443,293.8497087546816,33.40455484199596,40.00310543049065,75.12929353545996,495,0.7051144418518216,0
16.709557931179376,11.376500266234642,203.78247498965138,10.68209929639906,50.421107253722575,60.21461378031549,441,2.0503130250470902,0
98.81982429404655,21.803549086904344,254.8317312065411,23.884516040360694,61.359812108271015,83.6432763122332,36,0.8949630369545354,0
79.50202923669917,48.67534485838401,100.67716631869781,94.92811717559837,49.203024221143814,86.18056520389368,21,2.656742361322497,0
27.884411338075516,33.721309148748055,204.5627061085783,30.50996868195266,47.33621652714355,78.44225638754936,76,3.7791980829040037,0
10.496990541124216,13.90752027149489,180.30133905603617,16.885928936703532,75.9451073871976,68.13560892049124,551,3.0510465576431796,0
83.39152856093507,56.30329492357857,182.92928543626937,46.06727916549932,71.72886475778182,48.22325721547132,105,1.3839435908273314,0
73.61716094628554,56.413656861946336,206.34707556362787,30.70877433602487,84.99441538322631,88.97669529721327,224,3.4466508501366095,0
75.61064512368885,55.84644077789844,174.7309560730841,3.5159250271194153,32.4963083115546,46.4481700315163,203,3.5818451563051212,0
79.41433120173512,16.044161317036973,131.57339894428645,32.314521727941724,64.85756587786572,42.15941531942586,656,4.696006800582566,0
16.664018656068134,29.42807868340225,86.39719484226131,54.41086239394686,62.667530685356844,56.52924682719497,299,1.1605860381967208,0
42.261915568984534,63.05434833687513,231.7314926193946,55.17123720199669,43.27640297854199,33.41043424274331,553,3.615512742093755,0
20.428215357261674,49.636786007529395,71.75036685093993,35.65589211768887,53.745178771241285,88.70966788030745,894,4.601422484839164,1
87.67930832880342,2.7115475372102686,209.2445203155522,44.73027562526006,38.24039289751559,65.30601338498549,48,2.757038689942854,1
66.09683141448022,5.1078892494109995,73.83318268155136,96.55179182347663,22.765995785528666,63.41712549985051,873,2.128098559383754,0
39.78082223673843,30.227676739176964,189.4724001365639,37.73484772303116,29.242108959645954,69.3477767939832,948,1.268372723995212,0
15.720251525742128,58.28087296927829,225.38808880306354,25.822681325998296,19.496228176108097,59.8214188666324,948,4.400540989203909,0
37.9884089544096,34.938213271021,69.52059722742906,24.34670440667601,71.47626176711117,31.923811025672496,215,2.274108686782675,0
39.266498982407235,32.36218800616028,22.683273754085942,45.776461270413414,69.46546537982363,66.7386773304238,908,4.661970994704616,0
75.66455605042577,7.644843097267727,43.63725418328136,75.9520148716944,95.55457344218856,72.97043261738584,951,4.314912341588492,0
67.38017242196918,42.37714659763053,183.76910534495252,20.59881841884732,75.67105722825171,55.00494363744319,937,2.194879333087381,0
89.84914683186939,52.7924991178142,255.58668983659197,70.92961271407681,14.68412548805183,75.43773432427157,564,3.0826143902581813,0
52.49934326457544,24.966460472976426,18.274062264450187,2.1149823349416286,89.58206565360588,43.62007796030524,493,0.6222831633226465,0
20.763482134447152,49.86354660829563,221.57462141728564,41.8932977983946,87.64076466511531,43.27659546397104,346,1.6844963129021062,0
74.19203085006956,61.76202919575113,105.68900055526538,77.58650652027869,49.89882886954288,39.68501926125444,505,3.6962278185616233,0
78.47065437552077,13.837286925044413,146.16586912625914,33.873295577443145,62.72767454751294,52.31968558734971,780,3.5505992563082005,0
60.51494778125466,33.9697667652687,279.01356720444187,56.37371014453995,97.8470499225267,80.820722123345,258,2.0901625679378797,0
79.38704619591049,19.08969135932826,102.9315938970744,20.49792328259108,57.90739274633496,79.67472372894386,83,4.1387361435925545,0
54.44160367279517,50.94982839913188,142.27439551214837,74.19953911261723,91.47896455384807,52.96945247781023,382,1.56126223354942,0
57.045954644379464,37.388382050512924,9.036312354400927,5.227910326875962,17.47348820291678,65.3471241588142,840,2.5757173991852222,0
48.47869165226947,40.978692305669135,29.07162240142732,85.25426448755003,27.194668183781456,73.24897898849494,888,2.6263878588990535,1
12.287721406968567,51.26859205580133,81.28451938476128,19.819638642166815,49.66794490971861,44.472406477681375,817,2.0336754599150773,0
19.7102284293974,25.946139777734658,13.216411042216949,87.43980317083307,62.628112750357424,40.08846515368482,795,4.795997455063253,0
12.828626711806082,58.65067430964372,191.25572118423403,35.25292413005173,83.46050666765203,88.32575959273866,844,3.635078150817956,0
67.27693701374024,34.58081863650682,130.78751525647863,72.26835744744866,98.94359036288682,67.05343879257711,880,2.9263970089728573,0
38.2920382968694,10.951153838626924,166.7028348047665,31.922529778618845,44.99663468267048,88.88494331001984,711,2.7973179202489185,0
55.77136220482325,44.841644444634554,56.52091983941722,90.59116712346476,14.267407252607644,50.26535922793374,147,1.2168324161199344,0
91.68098265334837,50.975465077610025,92.29994868380176,12.663712551837436,82.10543529657923,72.1819019984479,957,2.174841036806442,0
32.43630062339874,20.95598565525418,200.8282200815539,17.85197892725987,64.39426471745273,43.35621819247426,466,3.527479916280983,0
46.93446307320668,55.002293190921435,289.76430347096795,49.303012515880226,27.86885729813815,45.672010276434776,823,4.660565988590301,0
77.99960246887439,58.087025050243284,19.872948212651714,8.193843903814614,54.53456109592781,60.714127276177436,832,4.174088267263274,0
30.59183489424602,18.444982704801962,267.6633746523035,19.598018470176193,76.80792209803519,49.17708753048427,951,1.8517541178198702,0
16.92819188459137,62.96185278105899,175.1799543868065,94.37663822120143,79.33706083617794,40.05729383043507,852,2.4528048156046998,0
36.077630762239124,9.86482626707178,171.356272192909,97.64896611478872,54.96565707988858,45.77284211935956,453,0.8731288432075756,0
24.5099158528604,13.726987109356868,152.5821678862893,37.62593293304219,37.469307711597324,32.14490366795188,362,0.9597754536601135,0
93.67278871083158,12.606164871995645,25.4712553417341,92.32860210139357,97.63683238346442,72.26541728864919,803,2.616036741494218,0
82.73083416079753,57.321351730495834,31.513671262167396,54.48246756734317,69.70263498608435,59.5269994251517,420,2.8859873306769503,0
67.00633808593811,42.2204307964726,182.2690416694304,26.974246587376705,46.74137674116688,35.65458398427154,687,1.6881219306361128,0
88.43145311689459,10.58256984300319,105.5827785734897,70.23987210805987,35.24169017841872,40.301639587709474,799,3.392522101336736,0
82.33048692092031,28.740375357205988,275.59407964041577,65.89018065748571,75.7992684703206,36.15207228675864,547,3.66521308511062,0
26.791305299743225,39.763775579397524,124.94420852104432,98.91253191087334,31.796510103439093,66.7555684965526,991,1.8460225922538096,0
90.330309864098,6.258237354331147,47.26803031727912,26.50472874092833,25.453899007631936,35.65262181674963,462,3.912911265683938,0
58.540801772408564,56.59223120966234,215.8420558831006,67.20595026617355,57.68505000658632,75.25693998211297,428,1.4252221356761001,0
82.66961396476563,51.62702273281672,91.5392593250979,5.202375502944689,36.09886533797277,31.23065515922347,459,2.949131197740082,1
90.64821699311439,32.82802673532821,160.0137406699885,11.36460386967194,66.60146304312536,44.96254727975352,594,4.11926492102978,1
38.62031274746775,61.92897676132774,210.86067172402517,0.3918374951093262,20.614480738681014,83.44000055351444,124,2.916540885571499,0
19.90467320749091,27.31894169433128,270.5779128046108,99.94606810596731,68.94469941105893,73.11187908733476,60,4.5858322333447274,1
30.51416462877475,62.998950099299364,238.69640246649445,80.22736971474778,35.4966875197932,34.37809997554126,378,0.7632555479358611,0
48.43970097636307,43.078959924628506,204.52651502245362,78.67230147335408,10.021864099106146,79.26756626911079,923,3.147412304711623,0
83.62132893302439,40.98429021499831,205.49178880656737,50.97260752881797,21.424245190675876,59.58210729241229,692,3.0278995364497554,0
87.46575249307091,11.455158403634455,284.0477699894655,30.006708290543994,94.02538400515847,80.80698163012975,789,3.471589978442081,0
10.625691747807164,56.56144877319257,92.26810876147813,15.126428446267592,88.06191752038221,66.0443864670236,524,4.250330774061384,0
55.967257231980916,27.931850338998753,5.328067787875285,28.467473884646367,31.024812883261315,70.90998192197152,219,3.7663388795227775,0
47.56699028339011,11.220704564296199,85.22659502246862,37.597122192913915,80.05347140909421,89.61009362374249,897,4.056272309177788,0
29.98970294236572,1.7942737584728197,69.27795698988947,75.6310096980294,64.77144338565768,43.94013275544109,912,1.799675265729297,0
20.787883060031454,36.2646080692181,200.24120260862946,53.96617889031524,97.38142403048825,67.4367344856833,911,2.2437382035603406,0
40.385365426326516,34.226176193728605,191.94492193083107,7.748362655548268,43.62450935806532,57.6192834034439,859,3.3204963832080363,1
94.86187335212672,46.31927820925699,180.0711078978935,1.802900895891224,71.33145512654542,32.367117175361486,822,2.9905766236622084,0
39.088263881867974,57.086257340121534,9.791815746788842,10.233217953406315,15.718215018152673,30.8682384901719,904,4.824967437367414,0
56.691155956902946,6.00261483251086,219.989526062941,41.049871369737936,45.66226121347653,37.15371466907152,863,1.3407552497048871,0
73.27170630056601,47.08427889144283,100.44147168322,93.31929170490183,96.74358950693625,68.94550443231289,636,2.0807526760301376,0
42.726664214136456,12.80695247814768,201.19151675695616,63.74024812092216,58.50827870051085,64.02978527480353,688,3.0773985497818463,0
97.46038744488646,55.06515434890133,169.19063640813522,80.18258998755151,35.90915530013601,63.20577366982364,444,4.405836964712684,0
96.62025654479001,52.60100137328433,106.10562300123262,46.637459450454855,20.824386681574616,31.911405751695604,786,4.6820683611094625,0
32.66040662428277,35.0700065640893,44.699998795711785,36.16660831950428,73.31755061633774,58.158179781600424,236,2.0121634887241937,0
54.75236553031469,45.745296313268625,32.85357480984188,10.840037271662272,68.03704390867541,85.4773690705517,672,0.8019880768685823,0
37.07904788350927,20.804057130576147,250.29790826810594,87.5933022186205,43.65448422433972,53.855512158638795,277,2.3972886406498333,0
35.63564449397208,30.68357763276732,275.9272749140596,78.31600290279029,95.58472166792508,67.49534818730737,125,2.274548644550782,0
13.319825261907951,52.76312455575972,196.68747379546838,16.811809759772512,11.998253168906528,76.78912053738861,609,4.939191805683603,0
64.86079005819072,29.933707421912477,35.51306388384259,51.22605638762605,37.335146646864324,77.03551674851326,839,2.439775599308552,0
55.24111209059753,23.541290715502832,123.59802898203101,48.73748079212449,92.89625376696233,61.15680494371628,763,1.8757534968645324,0
14.633087612499041,32.135384176768895,220.03706403102137,62.50915526865286,38.88418944874964,81.47711672414019,369,2.144198185407203,0
35.07818178129503,53.17970290354476,235.04716078297008,94.61868939912613,32.702755046965336,53.48268560182482,338,2.2861682628071622,0
91.74392973699884,22.11810698436498,39.874493575871135,57.97714417624796,58.07983689381226,83.3215928870879,854,4.1969317198847715,1
31.560570160027517,11.946980367551859,5.009062059387813,54.02172667786186,84.14215749284841,44.41362998373272,49,0.8645670177406888,0
23.04053848821008,45.856883280839185,215.08042853477846,5.032293293466394,19.283208479052497,46.81298441943426,191,1.92428171993762,1
54.05074842498067,53.036627400609156,110.19587191593067,6.290747601802393,94.87186386811625,33.187237451940064,499,4.848433213581949,0
98.70854086995406,7.3401611469826,80.07199282738678,18.734679132678888,81.55655930630476,77.73491019253697,218,1.1889612715945996,0
31.784974436035036,16.112069103624517,8.804753587910005,3.247077169174828,26.312522999639675,55.02331417396233,912,3.8417059468966546,0
